ID,Fx,Fy,Fz,Mx,My,Mz,q,qd,qdd
MIN_Fy_Joint3,58.550938999999985,-951.425751466667,-202.63303406000006,85.91139793676624,22.405009006545605,-35.3374928547292,"[-1.5707963267948966, 1.5707963267948966, -3.141592653589793, -3.141592653589793, 0.0, -3.141592653589793]","[-3.1, -3.1, -3.1, -4.66, 4.66, -5.2]","[-5.0, -5.0, -6.0, -7.0, -8.0, -8.0]"
MAX_Fz_Joint3,-30.838869281976805,-329.6539548118005,324.2503834600204,235.41175964465938,-11.453965712677025,11.06773183116082,"[-1.5707963267948966, -1.0471975511965976, -3.141592653589793, 0.0, 0.0, 0.0]","[-3.1, -3.1, 3.1, 4.66, 4.66, 5.2]","[5.0, 5.0, 6.0, -7.0, -8.0, -8.0]"
MIN_Fz_Joint3,-494.3950459756405,-568.5165201679793,-772.5822383775462,-352.3090579765365,-103.06745283097645,286.59326279695745,"[-1.5707963267948966, 0.26179938779914935, -3.141592653589793, 0.0, 0.0, -3.141592653589793]","[-3.1, -3.1, -3.1, 4.66, -4.66, 5.2]","[-5.0, -5.0, -6.0, -7.0, -8.0, -8.0]"
MAX_Mx_Joint3,398.3994809791791,-686.8398246905197,228.7874809933536,246.37107207375433,62.729542917379895,-224.39276331148417,"[-1.5707963267948966, -1.0471975511965976, -3.141592653589793, 0.0, 0.0, 0.0]","[-3.1, 3.1, 3.1, -4.66, -4.66, -5.2]","[5.0, 5.0, 6.0, 7.0, 8.0, -8.0]"
MIN_Mx_Joint3,-494.3950459756405,-568.5165201679793,-772.5822383775462,-352.3090579765365,-103.06745283097645,286.59326279695745,"[-1.5707963267948966, 0.26179938779914935, -3.141592653589793, 0.0, 0.0, -3.141592653589793]","[-3.1, -3.1, -3.1, 4.66, -4.66, 5.2]","[-5.0, -5.0, -6.0, -7.0, -8.0, -8.0]"
MAX_My_Joint3,630.8681212909,-531.4968863366902,51.88483567335174,148.1340037514216,142.56427718545962,-371.7117928819851,"[-1.5707963267948966, 0.26179938779914935, -3.141592653589793, -3.141592653589793, 0.0, 3.141592653589793]","[-3.1, -3.1, -3.1, -4.66, -4.66, -5.2]","[-5.0, -5.0, -6.0, 7.0, -8.0, 8.0]"
MIN_My_Joint3,-575.3703712909,-388.23567864356136,-561.8605677923533,-261.9071461814055,-130.9615707130997,338.1264382054395,"[-1.5707963267948966, 0.26179938779914935, -3.141592653589793, 3.141592653589793, 0.0, 3.141592653589793]","[-3.1, 3.1, 3.1, 4.66, -4.66, -5.2]","[5.0, 5.0, 6.0, -7.0, 8.0, -8.0]"
MAX_Mz_Joint3,-605.6550842192746,-548.1097315919803,-91.11979379387316,60.724880923339974,-130.2131052556704,357.4380236565331,"[-1.5707963267948966, 0.26179938779914935, 3.141592653589793, 0.0, 0.0, 3.141592653589793]","[-3.1, -3.1, -3.1, -4.66, 4.66, -5.2]","[5.0, 5.0, 6.0, -7.0, 8.0, -8.0]"
MIN_Mz_Joint3,643.275835004696,-443.1877864093549,-279.6266058940785,-71.36442879227303,141.80007808663424,-379.0828893577156,"[-1.5707963267948966, 0.26179938779914935, -3.141592653589793, -3.141592653589793, 0.0, 3.141592653589793]","[-3.1, -3.1, -3.1, -4.66, -4.66, -5.2]","[5.0, 5.0, 6.0, 7.0, -8.0, 8.0]"
MAX_F_RESULTANT_Joint3,-605.6550842192746,-561.0431202406439,-744.6911301434493,-338.1348944343857,-130.68041486618182,355.0227003912184,"[-1.5707963267948966, 0.26179938779914935, -3.141592653589793, 0.0, 0.0, -3.141592653589793]","[-3.1, -3.1, -3.1, 4.66, -4.66, 5.2]","[5.0, -5.0, -6.0, -7.0, 8.0, -8.0]"
MAX_M_RESULTANT_Joint3,643.275835004696,-449.6187798419802,-683.6569042108795,-333.5360305437393,141.73394040380623,-376.7607571030106,"[-1.5707963267948966, 0.26179938779914935, -3.141592653589793, -3.141592653589793, 0.0, -3.141592653589793]","[-3.1, -3.1, -3.1, 4.66, -4.66, 5.2]","[5.0, 5.0, 6.0, 7.0, -8.0, 8.0]"
MAX_Fx_Joint4,434.87753314404847,26.851012344982006,-450.3289253299305,86.07581004522225,78.31473318927301,89.45431030811494,"[-1.5707963267948966, 0.26179938779914935, -3.141592653589793, -3.141592653589793, 0.0, -3.141592653589793]","[-3.1, -3.1, -3.1, -4.66, 4.66, -5.2]","[5.0, -5.0, -6.0, 7.0, -8.0, 8.0]"
MIN_Fx_Joint4,-412.73009318216543,219.32509579727724,-293.8672243125118,18.141921668151358,-74.19641413717795,-84.92996980462547,"[-1.5707963267948966, 0.26179938779914935, -3.141592653589793, 0.0, 0.0, -3.141592653589793]","[-3.1, -3.1, -3.1, -4.66, -4.66, -5.2]","[5.0, -5.0, -6.0, -7.0, 8.0, -8.0]"
MAX_Fy_Joint4,-332.18427092685886,556.5364415398979,-417.8319864985412,-27.370673512397538,-57.06507257054841,-67.33071195802519,"[-1.5707963267948966, 0.26179938779914935, -3.141592653589793, 0.0, 0.0, -3.141592653589793]","[-3.1, -3.1, -3.1, 4.66, -4.66, 5.2]","[-5.0, -5.0, -6.0, -7.0, -8.0, -8.0]"
MIN_Fy_Joint4,-80.44702564663163,-309.55925028052525,-157.38621872155628,79.93678724548874,-10.772779885452286,-5.647353831393567,"[-1.5707963267948966, 0.26179938779914935, 3.141592653589793, 3.141592653589793, 0.0, 0.0]","[-3.1, 3.1, -3.1, 4.66, 4.66, 5.2]","[-5.0, -5.0, -6.0, -7.0, -8.0, -8.0]"
MAX_Fz_Joint4,-33.654513999999956,125.16329689333341,386.58755626666687,-107.92721460687969,-7.292756296343264,-8.954834157416391,"[-1.5707963267948966, 1.5707963267948966, -3.141592653589793, -3.141592653589793, -3.141592653589793, -3.141592653589793]","[-3.1, -3.1, -3.1, -4.66, -4.66, -5.2]","[-5.0, -5.0, -6.0, -7.0, -8.0, -8.0]"
MIN_Fz_Joint4,31.865513999999976,160.99288355999997,-678.9548514666668,105.72190064100516,7.2450513811138055,7.725192318083598,"[-1.5707963267948966, 1.5707963267948966, -3.141592653589793, -3.141592653589793, 0.0, -3.141592653589793]","[-3.1, -3.1, -3.1, -4.66, 4.66, -5.2]","[-5.0, -5.0, -6.0, -7.0, -8.0, -8.0]"
MAX_Mx_Joint4,-218.26262996640537,-121.14317597511814,-512.5692983292524,138.66083511669945,-39.54561421131248,-45.47671668788675,"[-1.5707963267948966, -1.0471975511965976, -3.141592653589793, 0.0, 0.0, -3.141592653589793]","[-3.1, -3.1, -3.1, 4.66, 4.66, -5.2]","[5.0, 5.0, 6.0, 7.0, 8.0, 8.0]"
MIN_Mx_Joint4,63.66474420867617,402.35476495070475,308.36694223103393,-143.4903707489455,4.70068338413433,8.552874765160542,"[-1.5707963267948966, -1.0471975511965976, -3.141592653589793, -3.141592653589793, -3.141592653589793, 3.141592653589793]","[-3.1, 3.1, 3.1, 4.66, 4.66, -5.2]","[5.0, 5.0, -6.0, 7.0, -8.0, -8.0]"
MAX_My_Joint4,434.87753314404847,177.85205037775717,-302.54064324864135,27.733363536814437,78.321192790169,89.86904167698792,"[-1.5707963267948966, 0.26179938779914935, -3.141592653589793, -3.141592653589793, 0.0, 3.141592653589793]","[-3.1, -3.1, -3.1, -4.66, -4.66, -5.2]","[5.0, 5.0, 6.0, 7.0, -8.0, 8.0]"
MIN_My_Joint4,-412.73009318216543,68.32405776450209,-389.5551822312227,64.47385205135998,-74.20287373807398,-84.52901586394204,"[-1.5707963267948966, 0.26179938779914935, 3.141592653589793, 0.0, 0.0, 3.141592653589793]","[-3.1, -3.1, -3.1, -4.66, 4.66, -5.2]","[5.0, 5.0, 6.0, -7.0, 8.0, -8.0]"
